Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,518.56,0, 12, 26, 13, 3, 16, 3, 0, 0, 9, 4, 6, 15, 0, 2, 49, 0, 7, 0, 2, 15, 6, 5, 6, 0, 0, 7,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,0,RESHIV3,445.89,0, 12, 21, 13, 13, 14, 12, 5, 0, 8, 10, 8, 7, 0, 5, 17, 0, 8, 0, 9, 7, 8, 9, 11, 0, 0, 9,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=21; c5a.xlarge=13; d3.2xlarge=13; d3.xlarge=14; i3.2xlarge=12; i3.large=5; i3.xlarge=0; m5.2xlarge=8; m5.large=10; m5.xlarge=8; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=9; r5.xlarge=7; r5a.2xlarge=8; r5a.large=9; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,0,RESHIMAX,365.51999999999987,0, 12, 19, 15, 11, 11, 10, 8, 0, 9, 9, 8, 5, 0, 13, 16, 0, 9, 0, 10, 8, 11, 6, 7, 0, 0, 8,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=19; c5a.xlarge=15; d3.2xlarge=11; d3.xlarge=11; i3.2xlarge=10; i3.large=8; i3.xlarge=0; m5.2xlarge=9; m5.large=9; m5.xlarge=8; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=13; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=10; r5.xlarge=8; r5a.2xlarge=11; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,0,RESHIFCFS,449.56999999999994,0, 18, 21, 19, 15, 11, 5, 8, 0, 5, 8, 6, 10, 0, 5, 19, 0, 8, 0, 9, 10, 5, 6, 7, 0, 0, 10,{c5.2xlarge=0; c5.xlarge=18; c5a.2xlarge=21; c5a.xlarge=19; d3.2xlarge=15; d3.xlarge=11; i3.2xlarge=5; i3.large=8; i3.xlarge=0; m5.2xlarge=5; m5.large=8; m5.xlarge=6; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=9; r5.xlarge=10; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,1,MINMIN,565.5999999999999,0, 10, 22, 16, 7, 13, 3, 0, 0, 2, 39, 8, 12, 0, 2, 34, 0, 5, 0, 5, 13, 2, 7, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=22; c5a.xlarge=16; d3.2xlarge=7; d3.xlarge=13; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=39; m5.xlarge=8; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=5; r5.xlarge=13; r5a.2xlarge=2; r5a.large=7; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,MAXMIN,541.7999999999998,0, 9, 19, 20, 11, 11, 2, 1, 0, 8, 24, 9, 10, 0, 3, 38, 0, 11, 0, 6, 11, 2, 9, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=19; c5a.xlarge=20; d3.2xlarge=11; d3.xlarge=11; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=24; m5.xlarge=9; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=38; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=6; r5.xlarge=11; r5a.2xlarge=2; r5a.large=9; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,MCT,566.4399999999999,0, 10, 22, 21, 9, 10, 0, 0, 0, 9, 40, 9, 12, 0, 1, 29, 0, 4, 0, 7, 10, 3, 7, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=22; c5a.xlarge=21; d3.2xlarge=9; d3.xlarge=10; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=40; m5.xlarge=9; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=29; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=7; r5.xlarge=10; r5a.2xlarge=3; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,ROUNDROBIN,739.4699999999998,0, 12, 17, 9, 10, 17, 2, 0, 0, 14, 53, 1, 20, 0, 5, 10, 0, 0, 0, 2, 15, 4, 10, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=17; c5a.xlarge=9; d3.2xlarge=10; d3.xlarge=17; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=14; m5.large=53; m5.xlarge=1; m5a.2xlarge=20; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=4; r5a.large=10; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,STATIC,695.0299999999997,0, 11, 14, 15, 8, 8, 0, 1, 0, 7, 57, 8, 4, 0, 2, 40, 0, 5, 0, 4, 13, 2, 6, 1, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=8; d3.xlarge=8; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=7; m5.large=57; m5.xlarge=8; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=40; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=13; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,NOML,329.68999999999994,0, 22, 23, 6, 11, 6, 7, 8, 0, 11, 9, 10, 9, 0, 6, 17, 0, 8, 0, 11, 16, 5, 15, 5, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=22; c5a.2xlarge=23; c5a.xlarge=6; d3.2xlarge=11; d3.xlarge=6; i3.2xlarge=7; i3.large=8; i3.xlarge=0; m5.2xlarge=11; m5.large=9; m5.xlarge=10; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=11; r5.xlarge=16; r5a.2xlarge=5; r5a.large=15; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,CUSTOMCLUSTERNOML,337.1699999999999,0, 17, 20, 11, 22, 12, 5, 5, 0, 12, 10, 10, 8, 0, 8, 14, 0, 7, 0, 7, 8, 10, 10, 9, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=17; c5a.2xlarge=20; c5a.xlarge=11; d3.2xlarge=22; d3.xlarge=12; i3.2xlarge=5; i3.large=5; i3.xlarge=0; m5.2xlarge=12; m5.large=10; m5.xlarge=10; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=7; r5.xlarge=8; r5a.2xlarge=10; r5a.large=10; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,TEXTDISTANCE,352.71999999999974,0, 9, 13, 12, 8, 6, 6, 8, 0, 18, 13, 17, 12, 0, 11, 13, 0, 9, 0, 10, 12, 15, 9, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=6; i3.2xlarge=6; i3.large=8; i3.xlarge=0; m5.2xlarge=18; m5.large=13; m5.xlarge=17; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=10; r5.xlarge=12; r5a.2xlarge=15; r5a.large=9; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,CRITICALPATH,339.5699999999999,0, 16, 26, 13, 10, 9, 5, 8, 0, 12, 16, 8, 7, 0, 2, 12, 0, 11, 0, 17, 8, 6, 8, 12, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=5; i3.large=8; i3.xlarge=0; m5.2xlarge=12; m5.large=16; m5.xlarge=8; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=17; r5.xlarge=8; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=12; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,CRITICALPATHREVERSE,450.7799999999998,0, 18, 15, 15, 10, 9, 6, 5, 0, 6, 12, 9, 11, 0, 9, 22, 0, 10, 0, 14, 11, 3, 6, 14, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=18; c5a.2xlarge=15; c5a.xlarge=15; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=6; i3.large=5; i3.xlarge=0; m5.2xlarge=6; m5.large=12; m5.xlarge=9; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=22; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=14; r5.xlarge=11; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=14; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,RESHIV2,447.7399999999999,0, 11, 21, 20, 14, 10, 9, 7, 0, 11, 14, 8, 8, 0, 11, 19, 0, 10, 0, 6, 9, 8, 7, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=21; c5a.xlarge=20; d3.2xlarge=14; d3.xlarge=10; i3.2xlarge=9; i3.large=7; i3.xlarge=0; m5.2xlarge=11; m5.large=14; m5.xlarge=8; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=6; r5.xlarge=9; r5a.2xlarge=8; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,RESHIV3,564.56,0, 12, 21, 20, 11, 10, 4, 8, 0, 7, 13, 8, 5, 0, 8, 21, 0, 9, 0, 7, 9, 15, 9, 8, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=21; c5a.xlarge=20; d3.2xlarge=11; d3.xlarge=10; i3.2xlarge=4; i3.large=8; i3.xlarge=0; m5.2xlarge=7; m5.large=13; m5.xlarge=8; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=21; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=7; r5.xlarge=9; r5a.2xlarge=15; r5a.large=9; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,RESHIMAX,366.4299999999999,0, 15, 21, 15, 10, 10, 8, 5, 0, 10, 12, 9, 10, 0, 7, 16, 0, 10, 0, 10, 10, 7, 10, 11, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=15; c5a.2xlarge=21; c5a.xlarge=15; d3.2xlarge=10; d3.xlarge=10; i3.2xlarge=8; i3.large=5; i3.xlarge=0; m5.2xlarge=10; m5.large=12; m5.xlarge=9; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=10; r5.xlarge=10; r5a.2xlarge=7; r5a.large=10; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,1,RESHIFCFS,449.43999999999994,0, 21, 23, 19, 7, 7, 8, 5, 0, 4, 9, 8, 12, 0, 7, 24, 0, 10, 0, 8, 7, 5, 14, 7, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=21; c5a.2xlarge=23; c5a.xlarge=19; d3.2xlarge=7; d3.xlarge=7; i3.2xlarge=8; i3.large=5; i3.xlarge=0; m5.2xlarge=4; m5.large=9; m5.xlarge=8; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=24; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=8; r5.xlarge=7; r5a.2xlarge=5; r5a.large=14; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.1,40,2,MINMIN,656.2399999999998,6, 4, 6, 0, 0, 13, 3, 1, 2, 9, 5, 0, 1, 36, 0, 0, 23, 32, 11, 7, 0, 0, 4, 4, 0, 22, 16,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=13; i3.2xlarge=3; i3.large=1; i3.xlarge=2; m5.2xlarge=9; m5.large=5; m5.xlarge=0; m5a.2xlarge=1; m5a.large=36; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=23; m5zn.xlarge=32; r5.2xlarge=11; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=22; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.1,40,2,MAXMIN,530.68,9, 4, 8, 0, 0, 11, 4, 0, 2, 6, 4, 0, 0, 30, 0, 0, 28, 27, 13, 7, 0, 0, 10, 5, 0, 13, 24,{c5.2xlarge=9; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=4; i3.large=0; i3.xlarge=2; m5.2xlarge=6; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=30; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=27; r5.2xlarge=13; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=24},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
