Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,535.66,0, 13, 24, 19, 5, 18, 3, 0, 0, 11, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=19; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,0,RESHIV3,359.00999999999993,0, 10, 12, 21, 8, 13, 3, 5, 0, 9, 11, 10, 3, 0, 8, 23, 0, 14, 0, 7, 14, 9, 12, 6, 0, 0, 8,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=12; c5a.xlarge=21; d3.2xlarge=8; d3.xlarge=13; i3.2xlarge=3; i3.large=5; i3.xlarge=0; m5.2xlarge=9; m5.large=11; m5.xlarge=10; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=23; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=0; r5.large=7; r5.xlarge=14; r5a.2xlarge=9; r5a.large=12; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,0,RESHIMAX,365.9499999999998,0, 11, 17, 18, 15, 10, 8, 7, 0, 4, 6, 16, 13, 0, 4, 19, 0, 5, 0, 7, 10, 4, 6, 11, 0, 0, 12,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=17; c5a.xlarge=18; d3.2xlarge=15; d3.xlarge=10; i3.2xlarge=8; i3.large=7; i3.xlarge=0; m5.2xlarge=4; m5.large=6; m5.xlarge=16; m5a.2xlarge=13; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=7; r5.xlarge=10; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=12},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,0,RESHIFCFS,449.8199999999998,0, 15, 14, 14, 12, 9, 5, 5, 0, 6, 11, 10, 7, 0, 10, 23, 0, 17, 0, 8, 10, 5, 7, 7, 0, 0, 10,{c5.2xlarge=0; c5.xlarge=15; c5a.2xlarge=14; c5a.xlarge=14; d3.2xlarge=12; d3.xlarge=9; i3.2xlarge=5; i3.large=5; i3.xlarge=0; m5.2xlarge=6; m5.large=11; m5.xlarge=10; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=23; m5zn.large=0; m5zn.xlarge=17; r5.2xlarge=0; r5.large=8; r5.xlarge=10; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,1,MINMIN,535.66,0, 14, 20, 15, 6, 12, 3, 0, 0, 8, 37, 6, 11, 0, 1, 32, 0, 11, 0, 2, 12, 1, 8, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=14; c5a.2xlarge=20; c5a.xlarge=15; d3.2xlarge=6; d3.xlarge=12; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=37; m5.xlarge=6; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=32; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=2; r5.xlarge=12; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,MAXMIN,543.45,0, 11, 23, 19, 16, 13, 4, 0, 0, 5, 28, 8, 15, 0, 0, 16, 0, 10, 0, 5, 16, 3, 11, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=23; c5a.xlarge=19; d3.2xlarge=16; d3.xlarge=13; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=28; m5.xlarge=8; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=5; r5.xlarge=16; r5a.2xlarge=3; r5a.large=11; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,MCT,648.81,0, 12, 16, 16, 4, 13, 3, 0, 0, 4, 46, 5, 9, 0, 0, 46, 0, 10, 0, 2, 12, 0, 4, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=16; c5a.xlarge=16; d3.2xlarge=4; d3.xlarge=13; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=46; m5.xlarge=5; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=46; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=2; r5.xlarge=12; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,ROUNDROBIN,739.4699999999998,0, 12, 17, 9, 10, 17, 2, 0, 0, 14, 53, 1, 20, 0, 5, 10, 0, 0, 0, 2, 15, 4, 10, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=17; c5a.xlarge=9; d3.2xlarge=10; d3.xlarge=17; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=14; m5.large=53; m5.xlarge=1; m5a.2xlarge=20; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=4; r5a.large=10; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,STATIC,635.1699999999996,0, 4, 16, 11, 3, 8, 3, 0, 0, 4, 63, 6, 4, 0, 0, 54, 0, 18, 0, 1, 10, 0, 0, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=16; c5a.xlarge=11; d3.2xlarge=3; d3.xlarge=8; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=63; m5.xlarge=6; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=54; m5zn.large=0; m5zn.xlarge=18; r5.2xlarge=0; r5.large=1; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,NOML,329.15999999999985,0, 16, 19, 13, 8, 10, 8, 8, 0, 11, 15, 12, 8, 0, 9, 20, 0, 5, 0, 11, 9, 7, 8, 8, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=19; c5a.xlarge=13; d3.2xlarge=8; d3.xlarge=10; i3.2xlarge=8; i3.large=8; i3.xlarge=0; m5.2xlarge=11; m5.large=15; m5.xlarge=12; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=20; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=11; r5.xlarge=9; r5a.2xlarge=7; r5a.large=8; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,CUSTOMCLUSTERNOML,337.5999999999999,0, 16, 31, 9, 19, 10, 7, 6, 0, 10, 7, 8, 5, 0, 6, 12, 0, 7, 0, 7, 9, 10, 13, 13, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=31; c5a.xlarge=9; d3.2xlarge=19; d3.xlarge=10; i3.2xlarge=7; i3.large=6; i3.xlarge=0; m5.2xlarge=10; m5.large=7; m5.xlarge=8; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=7; r5.xlarge=9; r5a.2xlarge=10; r5a.large=13; r5a.xlarge=13; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,TEXTDISTANCE,354.57999999999987,0, 10, 10, 15, 10, 5, 7, 10, 0, 18, 13, 15, 8, 0, 6, 13, 0, 14, 0, 8, 11, 13, 10, 9, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=10; c5a.xlarge=15; d3.2xlarge=10; d3.xlarge=5; i3.2xlarge=7; i3.large=10; i3.xlarge=0; m5.2xlarge=18; m5.large=13; m5.xlarge=15; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=0; r5.large=8; r5.xlarge=11; r5a.2xlarge=13; r5a.large=10; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,CRITICALPATH,335.9599999999999,0, 21, 20, 18, 15, 11, 12, 6, 0, 7, 13, 12, 6, 0, 7, 15, 0, 5, 0, 10, 7, 8, 7, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=21; c5a.2xlarge=20; c5a.xlarge=18; d3.2xlarge=15; d3.xlarge=11; i3.2xlarge=12; i3.large=6; i3.xlarge=0; m5.2xlarge=7; m5.large=13; m5.xlarge=12; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=15; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=10; r5.xlarge=7; r5a.2xlarge=8; r5a.large=7; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,CRITICALPATHREVERSE,452.46999999999986,0, 16, 20, 16, 13, 8, 8, 6, 0, 10, 9, 12, 10, 0, 8, 24, 0, 9, 0, 9, 5, 11, 3, 9, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=20; c5a.xlarge=16; d3.2xlarge=13; d3.xlarge=8; i3.2xlarge=8; i3.large=6; i3.xlarge=0; m5.2xlarge=10; m5.large=9; m5.xlarge=12; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=24; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=9; r5.xlarge=5; r5a.2xlarge=11; r5a.large=3; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,RESHIV2,353.4799999999999,0, 19, 19, 15, 4, 7, 6, 7, 0, 13, 13, 10, 10, 0, 10, 19, 0, 4, 0, 7, 14, 6, 9, 13, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=19; c5a.2xlarge=19; c5a.xlarge=15; d3.2xlarge=4; d3.xlarge=7; i3.2xlarge=6; i3.large=7; i3.xlarge=0; m5.2xlarge=13; m5.large=13; m5.xlarge=10; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=7; r5.xlarge=14; r5a.2xlarge=6; r5a.large=9; r5a.xlarge=13; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,RESHIV3,447.82999999999987,0, 10, 18, 13, 10, 12, 3, 4, 0, 7, 16, 10, 9, 0, 7, 22, 0, 11, 0, 14, 12, 6, 7, 14, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=18; c5a.xlarge=13; d3.2xlarge=10; d3.xlarge=12; i3.2xlarge=3; i3.large=4; i3.xlarge=0; m5.2xlarge=7; m5.large=16; m5.xlarge=10; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=22; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=14; r5.xlarge=12; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=14; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,RESHIMAX,365.66999999999985,0, 17, 17, 13, 12, 12, 9, 10, 0, 11, 14, 10, 6, 0, 9, 17, 0, 10, 0, 7, 9, 6, 5, 11, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=17; c5a.2xlarge=17; c5a.xlarge=13; d3.2xlarge=12; d3.xlarge=12; i3.2xlarge=9; i3.large=10; i3.xlarge=0; m5.2xlarge=11; m5.large=14; m5.xlarge=10; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=17; m5zn.large=0; m5zn.xlarge=10; r5.2xlarge=0; r5.large=7; r5.xlarge=9; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,1,RESHIFCFS,449.4699999999999,0, 16, 20, 20, 14, 8, 6, 5, 0, 8, 16, 13, 6, 0, 3, 23, 0, 11, 0, 7, 9, 9, 9, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=20; c5a.xlarge=20; d3.2xlarge=14; d3.xlarge=8; i3.2xlarge=6; i3.large=5; i3.xlarge=0; m5.2xlarge=8; m5.large=16; m5.xlarge=13; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=23; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=7; r5.xlarge=9; r5a.2xlarge=9; r5a.large=9; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.0,40,2,MINMIN,656.16,13, 5, 13, 0, 0, 15, 12, 0, 0, 7, 7, 0, 0, 28, 0, 0, 20, 25, 9, 5, 0, 0, 4, 6, 0, 20, 17,{c5.2xlarge=13; c5.xlarge=5; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=15; i3.2xlarge=12; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=7; m5.xlarge=0; m5a.2xlarge=0; m5a.large=28; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=20; m5zn.xlarge=25; r5.2xlarge=9; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=20; z1d.xlarge=17},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
viralrecon,exponential,0.0,40,2,MAXMIN,591.3499999999999,11, 6, 8, 0, 0, 19, 12, 3, 2, 7, 4, 0, 0, 23, 0, 0, 14, 25, 8, 7, 0, 0, 6, 9, 0, 21, 21,{c5.2xlarge=11; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=19; i3.2xlarge=12; i3.large=3; i3.xlarge=2; m5.2xlarge=7; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=25; r5.2xlarge=8; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=21},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
